Threads,Average Latency,Min Latency,Max Latency
80,7.872190387943123,4.925627946853638,10.339123010635376
90,9.50382014380561,5.060159921646118,12.294043064117432
100,10.741363213062286,5.124124050140381,13.796108961105347
150,15.169948344230653,8.61881399154663,22.719594955444336
200,19.286596462726592,9.833476066589355,25.64908504486084
