Threads,Average Latency,Min Latency,Max Latency
100,3.496125763654709,0.09541034698486328,4.727401971817017
150,5.250914597511292,0.06619000434875488,7.11707329750061
200,6.3045267689228055,0.06329703330993652,8.565835237503052
250,8.312718257904052,0.06138348579406738,15.785759449005127
300,9.273677651882172,0.05259823799133301,12.664504051208496
